nummer,datum,inhoud,folio nr,vervolg nr,bron,bijzonderheden
10000272,1562,"Ysbrant Claesz gebruikt een sate, groot 9 ½ hont, hoert Claes Willem Rosart te Overveen c.s, om 80 gld",fol 30,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000273,1562,"welcke polder [van Vogelesanc] mag halen 210 morgen 5 hont. In omnibus over t geheele schoutambacht 963 morgen 2 ½ hont 63 roeden. De gemeente van Aelbertsberg, Overveen en de Vogelesanc aan mijn here van Brederode gegeven tot herfstscot jaerlix 48st gegeven",fol 30v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000274,1562,dit syn die pachtenaers van den hoochgeboren heer van Brederode mitsgaders thienden int scrijft van den duijn: ,fol 31,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000275,1562,"Cornelis Jansz, schout van Tetroede, heeft in pacht t schoutambacht van Aelbertsberg, Overveen en de Voegelesanc, om 50 gld",fol 31,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000276,1562,"Vreedrick Fhilipsz [Frederik Philipsz duinmeijer] heeft in pacht een duyn van de rentmeester van Brederode, om 55 gld; Floris Woutersz idem een duyn om 76 gld; Jeroeijn Claesz idem een duyn om 50 gld",fol 31,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000277,1562,Claes Symon Coeijer heeft van de rentmeester van Brederode in pacht een duyn om 63 gld; Ghysbart Symon Loeije idem een duyn om 48 gld; Wouter Gerytsz [duinmeier] een duyn om 90 gld,fol 31v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000278,1562,"Cornelis Rijcken, van Haerlem, heeft angebrocht duyn, dien ghepacht hadt Dirck Nellen [duinmeier], neder geleyt, van de voers. rentmeester om 55 gld",fol 31v,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000279,1562,"in pacht van de voors. rentmeester van Brederode, een duin: Jaspar Florijsz om 95 gld; Pieter Coeijer om 111 gld; Pieter Albartsz om 108 gld, Joost Geryts weduwe Joris Cornelisz [duinmeier] om 76 gld; Jeroeijn Jacopsz om 49 gld; Arian Albartsz om 80 gld; Jacop Willemsz om 106 gld",fol 32,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000280,1562,"verclaringe van de partyen van de goeden der heerlicheyt van Brederode angebracht bij Allart van Presichoeff, rentmeester der selver, onder den gesworenen in den dorpe en banne van Tetrode, Aelbrechtsberg en Vogelesanc, myns heren ⅔ deel van de coorentienden, also de Co. Maj. tot ⅓ deel gerechtigd is, hebben gegouden in den jare van '61: 125 Kar gld 13st 4d, die ghele smale thienden mit hoere toebehoren idem 8 Kar gld. Alle inscrijft van de weijdinge van den beesten in den geheelen duyne van Brederoede, alsoe t meestendeel van dien sorteert onder den voirs. ban, voer 132 Kar gld 15st. Hiervan behoort men de corten de betalingen hieruit gedaen. De Co. Maj. heeft jaerlicx vuyte suytduyn van Brederode ten erfpacht 243 Kar gld 15st. Die Predicaren in den Hage hebben jaerlicx uyten goeden van Brederode een onlosbare rente van 30 Kar gld 3st 6d. Die Carmelieten tot Haerlem hebben jaerlycx tot een cappelrye 22 Kar gld 8 st. Verklaring van de taxateurs dat zij de voors. taxatie voor de 10e penning naar eer en geweten hebben gedaan, in date 1562-05-06",fol 32,Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1451/10e penning ,
10000281,1569-09-09,"Excerpt 100e penning. Quohier ende taxatie van allen den goeden, roerende ende onroerende, gestaen ende gelegen in de banne van Tetrode ende Aelbrechtsberge, gheen uijtgezondert gedeijlt in 3 polders als heer Aelbrechtsberge, Tetrode ende Vogelesanck, gemaect bij geordonnerde en gezworen taxaterus in de banne voors, om daarnaar de 100e penn. te colleteren. Die van Tetrode en Aelbertsberg bezwaart met 48sc sjaars herfstscot, die van Tetrode contribueren int molengelt van de molen te Santpoort tot profijt van de Kon. Maj. 7£ sjaars",fol 1,Aelbertsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,"Adriaen Phillipsz, Claes Baertsz, Floris Wolfertsz Bol ende Claes Gheritsz, taxateurs van de 100e penning"
10000282,1569,"Willem Sijmonsz eijghen end bruijct een stuk land groot 4 ½ morgen, getaxeerd huerwaarde op 36 £ ",fol 1v,polder Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000283,1569,"Engel Engelsz, buerman te Velsen, bruijct van mr Pieter Bicker te Amsterdam 1 morgen land om 5 £ sjaars",fol 1v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000284,1569,"Jan Pietersz eijgen, ende bruijct een saete groot 2 morgen en nog 2 morgen 4 ½ hont, getaxeerd tesamen in huerwaer op 100 £ ",fol 1v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000285,1569,"Janne Claesdochter Jacob Claesz weduwe eijghen, ende bruijct haer zate groot 1 morgen, getaxeerd in huerwaer sjaers op 10 £. Deselve bruijct van Willem Andriesz, van Alckmaer, 1 morgen om 10 £ sjaars",fol 1v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000286,1569,"Dirick Fransz bruijct van Balich van Paenderen tot Haerlem een zate, groot 3 morgen ½ hont, om 40 £ sjaars",fol 2,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000287,1569,"Dirick Fransz bruijct van Annetgen Henricsdochter, buerwijf tot Aelbrechtsberge, weduwe van Thaems Engelsz, 1 morgen 4 hond om 29 £ sjaars",fol 2,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000288,1569,"joncheer Floris van Jutphaes eijgen ende bruijct zijn woninge, boomgaerde ende landen daerom ende aan leggende ende toebehorende, groot 5 morgen 1 hont, getaxeerd in huerwaer op 70 £ sjaars",fol 2,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,met potlood: [huis te Bloemendaal te Tetrode]
10000289,1569,"joncheer Floris van Jutphaes bruijct van de Co. Maj. een stucke lants gecomen van de heer van Brederode, groot 2 ½ morgen ½ hont, om 24 £ sjaars",fol 2v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000290,1569,"Claes Suijers woninge eijghen ende bruyct, groot 9 ½ hont, getaxeerd in huerwaer sjaers om 10 £ ",fol 2v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000291,1569,"Heyntgen Verloren bruijct van Cornelis Jansz, wijlen [= tevoren] schout tot Overveen, een achterhuijs om 5 £ sjaers. Deselve bruijct van Trijn Claes tot Haerlem 1 ½ morgen om 25 £ sjaers",fol 2v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000292,1569,"Gerijt Arijsz eygen ende bruijct een woninge groot ½ morgen, getaxeerd in huerwaer sjaers op 7 £. Deselve bruijct van die capelmeesters van OLVr capelle in die Camp tot Haerlem 3 madt om 26 £ sjaars",fol 3,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000293,1569,"Engel Jansz bruijct van Cornelis Jansz, eertijts schout tot Overveen, een worhuijs om 6 £ sjaers",fol 3,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000294,1569,"Anthonijs Mathijsz voors. eijgen ende bruijct zijn woninge, groot 2 morgen en ½ hont en nog een stuk land, groot 4 hont, getaxeerd in huerwaer sjaers op 18 £ ",fol 3v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000295,1569,"Floris Pietersz eijgen ende bruijct zijn woning groot 1 morgen. Noch 1 acker die men noemt ""de Commandeurs lant"", groot 1 hont. Noch een stuk lands groot 5 ½ hont. Noch 2 ackeren groot 3 ½ hont, en noch een acker van 2 hont, tesamen getaxeerd in huerwaer sjaers op 36£",fol 3v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000296,1569,"Floris Pietersz bruijct van Aechte Claes tot Aelbertsberg ½ van een stuk lands gemeen en onderdeelt met dezelve Floris, groot in t geheel 3 morgen 1 ½ hont, om 25 £ sjaars. Noch dieselve eijgen ende bruijct d'andere helft van het voors. lant, getaxeerd op idem",fol 3v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000297,1569,Floris Pietersz bruijct nog van de Heilige Geest te Haarlem 10 hont om 17 £ sjaars. Deselve bruijct van Jacobgen van Foreest tot Delft 6 ½ hont om 14 £ sjaars,fol 4,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000298,1569,"Cornelis Jansz alias Campen eijgen ende bruijct een huys en erve daer t op staet, staende desolaet in de wildernis, getaxeerd in huerwaer op 6 £ sjaars. Deselve bruijct van Andries Willemsz tot Alcmaer een stuk lant groot 1½ morgen, om 14£ sjaars",fol 4,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000299,1569,"Cornelis Jansz alias Campen bruijct noch van Dirick van Huessen tot Haerlem ½ van 4 ½ morgen mint ½ hont, om 30 £ sjaers",fol 4v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000300,1569,"Jacob Pietersz eygen ende bruijct zijn woninge, groot 4 ½ hont. Noch een stuk land groot 2 maden. Noch een stuk land groot 5 maden. Noch een stuk land groot 3 maden. Noch een stuk land groot 2 maden. Noch ½ van 2 maden, daervan d'andere ½ toebehoort mr Lambrecht van Roosvelt tot Haerlem, getaxeerd in huerwaer op 120£ sjaers. Deselve bruijct van mr Lambrecht voirs ½ van de voors. 2 mad om 7£ sjaars, en van mr Symon van Crabbenmorsch een stuk land van 3 morgen en ½ hont. De ½ hiervan bruict hij om 23£ sjaars",fol 4v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000301,1569,"Dirck Pietersz eygen ende bruict zijn woning, groot 2 hont. Nog een stuk land groot 2 morgen, getaxeerd in huerwaer om 36 £ sjaars. Deselve bruijct van de Bakenesser cameren binnen Haerlem een stuk land groot 3 morgen 4 hont, om 56 £ sjaars, en van Floris Huijgensz tot Haerlem 3 morgen om 60 £ sjaars",fol 5,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000302,1569,"de weduwe van Thaems Engelsz eygen ende bruijct haer woninge, groot 8 hont. Noch 3 hont. Tesamen getaxeerd in huijrwaer op 20 £ sjaars",fol 5,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000303,1569,de weduwe van Thaems Engelsz bruyct van Jacobgen van Foreest tot Delft een stuk land groot 4 morgen om 80 £ sjaers. Deselve bruyct van Adam van Almonde tot Delft een stuk lant groot 2 ½ morgen om 35 £ sjaars ,fol 5v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000304,1569,Jacob Jansz bruijct van Lubburch Thijmans een woninge groot 4 ½ morgen om 50 £ sjaers,fol 5v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000305,1569,"Cornelis Claesz bruict van Dirck Claesz Wij tot Haerlem, 2 morgen 1 ½ hont om 31 £ sjaars",fol 5v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000306,1569,"Cornelis Claesz eijgen ende bruijct zijn woninge groot 1 morgen. Noch een stuck lant groot 8 ½ hont, een acker groot 2 hont, een stuk land groot 4 hont, een stuk lant groot 4 hont, een stuk lant groot 1 morgen en nog een stuk land groot 3 ½ hont. Tesamen getaxeerd in huerwaer sjaers op 37£",fol 6,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000307,1569,Aelbert Pietersz eijgen ende bruijct een woninge groot 3 morgen ½ hont. Noch 2 hont lant. Samen getaxeerd in huijrwaer sjaers op 37 £. Deselve bruyct van Lysbeth Henrick Snellen tot Haerlem een stuk land groot 3 morgen 1 hont. Noch een stuk land groot 2 morgen 5 hont. Tesamen om 75£ sjaars,fol 6,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000308,1569,Aelbert Pietersz bruict van de Leprozen buiten Haerlem een stuk land groot 9 ½ hont om 24 £ sjaars,fol 6,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000309,1569,"Beatrix Sijmonsdochter eijgen en bruijct haer woning groot 3 ½ hont. Noch een stuk lants groot 2 morgen ½ hont, een stuk land groot 4 hont, een stuk lants groot 2 morgen. Al te samen getaxeerd in huijrwaer sjaars op 50 £ ",fol 6v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000310,1569,Beatrix Sijmonsdochter bruyct van de memorie te Haerlem een stuk land groot 3 ½ morgen om 28 £ sjaars. Deselve bruyct van de Leprozen buiten Haerlem 2 ½ morgen om 32 £ sjaars,fol 6v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000311,1569,"Floris Woutersz [duinmeier] eygen ende bruijct zijn woning groot 5 hondt. Noch een croft genaemt ""de Doorencoft"", groot 10 ½ hont. Noch 2 ackeren groot ½ morgen. Al tesamen in huerwaer getaxeerd op 25 £ sjaars",fol 6v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000312,1569,Floris Woutersz [duinmeier] bruyct van de Magdalenen binnen Haerlem een stuk land groot 3 morgen 1 hont om 85 £ sjaars. Deselve bruict nog van lange Jacob Pietersz tot Aelbertsberg een stuk van 8 hont om 18 £ sjaars,fol 7 ,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000313,1569,"Cornelis Arisz eyghen en bruijct zijn woning groot 2 morgen, getaxeerd in huerwaer sjaers op 12 £. Deselve bruict van de Leprozen buiten Haerlem een stuk land van 4 morgen om 49 £ ",fol 7 ,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000314,1569,"Jan Pietersz bruict van de memorie te Haerlem een stuk land, groot 4 morgen 4 hond om 70 £ sjaers",fol 7v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000315,1569,"Claes Maertsz bruijct van mr Jan van Zuyeren tot Haerlem een woninge met de landen daertoe behorende, groot 1 morgen 5 ½ hont, om 50 £ sjaars. Deselve bruyct van Jan Claesz, wonende in de Molenstege buiten Haerlem, een stuk land van 2 morgen 2 ½ hont, getaxeerd in huerwaer op 47 £ sjaers",fol 7v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000316,1569,"Dirck Pietersz eygen ende bruijct een woning met de daartoe behorende landen groot 7 morgen 1 ½ hont, getaxeerd in huerwaer op 90 £ sjaers",fol 7v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000317,1569,Dirck Pietersz bruict van de H. Geest te Haerlem een stuk land groot 10 hont om 15 £. Deselve bruict van mr Lambert van Roosvelt te Haerlem een stuk land van 10 hond om 17 £ sjaars,fol 8,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000318,1569,"Vrederick Philipsz [duinmeijer] eijgen ende bruict een woning groot 1 morgen en 1 ½ hont, getaxeerd in huerwaer sjaers op 15 £ ",fol 8,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000319,1569,"Jeroen Fransz bruict van Gerbrandt Claesz Cuust tot Haerlem, een hofstede van 5 ½ morgen en ½ hont, om 74 £ sjaars",fol 8,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000320,1569,"Adriaen Philipsz en Jeroen Fransz bruiken van Anthonis Damiaensz, als curator van de weeskinderen van Joosgen Thonisdochter, een stuk land groot 2 morgen 5 hont, om 27 £ sjaars",fol 8v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000321,1569,doorgehaald: Claes Gerritsz eygen ende bruijct zijn woninge mette landen daertoe behorende groot 1 morgen 1 hont,fol 8v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000322,1569,Claes Gerritsz bruict van Maritgen Pouwelsdochter 2 mad land om 19 £. Deselve bruict van Lijsbeth Henric Snellen tot Haerlem een stuk land groot 4 morgen om 70 £ sjaars,fol 8v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000323,1569,"Claes Gerritsz bruict van Zijburch van Loo tot Haerlem, ende jhr Adam van Almonde tot Delft, een stuk land van 5 maden, om 36 £ ",fol 9,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000324,1569,"Adriaen Philipsz bruict van weesmeesters te Haerlem als oppervoogden van de weeskinderen van Jan Fransz Lakeman een hofstede met 6 morgen land daertoe behorende om 60 £. Deselve bruict bij overneminge van Willem Symonsz buerman tot Velsen, daer eigenaer of is Willem Pouwelsz tot Amsterdam, een stuk land van 2 morgen voor 30 £. Deselve bruict van St Elisabeths gasthuis een stuk land van 3 morgen om 63£",fol 9,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000325,1569,"doorgehaald: Adriaen Philipsz eygen ende bruict een stuk land van 3 morgen en 2 ½ hont, ""bij tax. v. schepenen en apart overgesonden""",fol 9v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000326,1569,"Jan Willemsz eijgen en bruict een woning met de landen daertoe behorende, groot tesamen 6 morgen 1 ½ hont, getaxeerd in huerwaer sjaars op 45 £. Dieselve bruict van Dirick van der Laen tot Haerlem een stuk land groot 3 morgen 2 hont, om 40 £ ",fol 9v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000327,1569,Jan Willemsz bruict van St Margrietenconvent te Haerlem een stuk land groot 2 morgen om 20 £ sjaars. Dieselve bruict nog van St Michiel te Haerlem een stuk land groot 1 ½ morgen ½ hont om 20 £ sjaars,"fol 9v, 10",Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000328,1569,"Cornelis Jansz, wijlen schoudt tot Overveen, eygen en bruict een huys en erve getaxeerd in huerwaer sjaers op 20 £. Deselve bruict van Claes Willemsz van Santvoort een stuk land groot 2 morgen 5 hont om 50 £ sjaars, en van Adriaen Dooren tot Haerlem een stuck land met het crofgen, tesamen groot 3 morgen 5½ hont, om 54£. Deselve noch eygen en bruict een crofgen lant groot ½ morgen, getaxeerd in huerwaer sjaers om 2£",fol 10,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000329,1569,"Cornelis Pietersz alias lange neel bruict van Cesar Bovetis te Haerlem ½ van een hofstede mette landen daertoe behorende, groot in t geheel 15 morgen min 1 hont, waarvan aan Cornelis voirs. de andere ½ toebehoort. De ½ om 116 £ sjaars",fol 10v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000330,1569,"Cornelis Pietersz alias lange neel eygen en bruict d'ander helft van de voirs. hofstede, getaxeerd op 116 £ sjaars. Deselve bruict van St Elisabethsgasthuis een stuk land groot 2 morgen 1 ½  hont, met nog een croft lants groot 8 hont, tesamen om 63 £ sjaars",fol 10v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000331,1569,"Cornelis Pietersz alias Langeneel bruict van Aecht van Baccum, weduwe Frans Jansz Verwer tot Haerlem, een stuk land van 2 morgen om 45 £ ",fol 11,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000332,1569,"Cornelis Adriaensz eygen en bruict zijn woning, groot 6 ½ hont, getaxeerd in huerwaer sjaers op 11 £. Deselve bruict van St Margriet te Haerlem een stuk land groot 2 morgen 4 hont, om 31 £, en van Frans Hals tot Haerlem een stuk land groot 2 morgen 4 ½ hont, om 46£",fol 11,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000333,1569,Dirick Fransz bruict van de Leprozen een stuk land groot 2 morgen 1 hont om 39 £ ,fol 11v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000334,1569,"Cornelis Claesz bruict van de Bernardieten ½ van 9 morgen 4 ½ hont, om 46 £ 10sc",fol 11v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000335,1569,"Guert Willemsdochter, weduwe Willem Diricxz [Belijen] op de St Jansweg buiten Haerlem, bruict van de Cathusers buiten Amsterdam een stuk land groot 4 morgen 4 hont om 53 £ ",fol 11v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000336,1569,"Jeroen Claesz [duinmeier] eijgen en bruict zijn woning groot 7 hont, getaxeerd in huerwaer op 10 £ ",fol 11v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000337,1569,"lange Jacob Pietersz eygen en bruict zijn woning mette landen daertoe behorend, groot 5 morgen, getaxeerd in huerwaer op 70 £ sjaars. Deselve noch eijgen en bruict een stuk land groot 3 morgen ½ hont, getaxeerd in huerwaer sjaers op 45 £",fol 12,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000338,1569,"lange Jacob Pietersz eygen en bruict een stuk land groot 7 hont, getaxeerd in huerwaer op 17 £ 10 schell. Deselve eygen en bruict een stuk land groot 3 morgen, getaxeerd in huerwaer op 55 £ sjaars",fol 12,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000339,1569,Jan Cornelisz tot Haerlem bruict van St Elisabethsgasthuis een stuk land groot 2 morgen 1 hont om 45 £ ,fol 12v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000340,1569,"Gheryt Jacobsz tot Haerlem bruict van de memorie te Haerlem een stuk land groot 3 morgen 4 hont, om 70 £ sjaars",fol 12v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000341,1569,"Maritgen Pouwelsdochter tot Haerlem, eygen en bruijct ½ van een stuk land daer d'ander ½ of toebehoert mr Simon van Crabbemorsch, groot int geheel 4 morgen ½ hont. Deselve ½ getaxeerd in huijrwaer sjaers op 23 £ ",fol 12v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000342,1569,"Maritgen Pouwelsdochter tot Haerlem bruict van de erfgenamen van Maerten Claesz Pickert tot Santvoort een stuk lants groot 2 morgen, om 30 £ sjaars",fol 12v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000343,1569,"de Leprozen buiten Haerlem eygen en bruiken 9 morgen 4 ½ hont, gelegen in 4 stucken an malcanderen gelegen, getaxeerd in huerwaer sjaers op 146 £ ",fol 13,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000344,1569,"Dirick van Huessen Claesz tot Haerlem, eygen ende bruyct een santvaert, getaxeerd in huerwaer sjaers op 80 £, beloopt in hoofdsom 1760 £ ",fol 13,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000345,1569,"Dirick Jacobsz de Vries tot Haerlem bruict van St Margriet te Haerlem een stuk land groot 3 morgen 3 ½ hont, om 48 £. Deselve eijgen en bruict een stuck lants groot 2 morgen 5 ½ hont, getaxeerd in huerwaer sjaars op 55 £ ",fol 13,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000346,1569,"Jacob Heynricsz Comen [Coman] bruict van Louris Wynantsz tot Haerlem een woening mette landen groot 1 ½ morgen en 1 ½ hont, om 24 £ sjaars",fol 13v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000347,1569,"Claes Havicxz, op de Cruijswech tot Haerlem, bruict van Dirc van Huessen te Haerlem ½ van 4 ½ morgen min ½ hont. Deze helft om 45 £ sjaars",fol 13v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000348,1569,Jan Jansz van Duijn bruyct van Dirc van Huessen voirs. een woning groot 1 morgen om 16 £ sjaars,fol 13v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000349,1569,"Pieter Pietersz Vlasman tot Haerlem bruict van Willem Lakeman en Lysbeth Jansdochter een stuk land groot 5 morgen 1 ½ hont, om 84 £ sjaars",fol 13v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000350,1569,Pieter Pietersz Vlasman bruict van de Barnardieten een stuk land groot 7 ½ mad om 60 £. Deselve bruict van St Margriet te Haerlem een stuk land groot 5 maden om 32 £ ,fol 14,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000351,1569,"Engbert Willemsz bruict van St Margriet een stuk land groot 2 morgen 2 ½ hont om 42 £. Deselve bruict van St Elisabethsgasthuis een stuk land groot 1 morgen 1 ½ hont, om 24 £ ",fol 14,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000352,1569,"Dirick Claesz Wij tot Haerlem eygen, ende bruijct een stuke lants groot 3 morgen 1 ½ hont, getaxeerd in huerwaer op 45 £ sjaars",fol 14v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000353,1569,"Jacob Ghijsbertsz bruict van Floris Woutersz [duinmeier] een huysgen metten erve staende in duijn, om 8 £ sjaars",fol 14v,Aelbrechtsberge,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000354,1569,"Claes Cornelisz [sleper], poorter van Haerlem, bruict van Zwaen Heynricsdochter te Haerlem een stuk land groot 7 ½ hond en nog een van 10 ½ hond. Samen om 48 £ sjaars",fol 15,polder van Overveen 100e penn.,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000355,1569,"Symon Florisz eygen en bruyct een wooninge mette landen daertoe behorend, groot 1 ½ morgen, getaxeerd in huerwaer sjaers om 25 £. Dezelve bruict van Floris Wolfertsz Bol een stuk land groot 2 morgen 4 ½ hont, om 36 £ ",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000356,1569,"Claes Arijsz eigen en bruict een woning mette landen daertoe behorende, groot 8 morgen, getaxeert in huerwaer sjaers op 75 £ ",fol 15,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
10000357,1569,"Willem Claesz eijgen en bruict een woning groot ½ morgen, getaxeerd in huerwaer op 8 £ sjaars. Dezelve bruict van Jacob Jansz tot Overveen een croftge groot ½ morgen, om 3 £ sjaars",fol 15v,Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1576/100e penning ,
